coaBC 1155 70
coaD 477 72
coaE 606 79
coaX 630 68
cobB 702 77
comEA 240 71
comEC 1261 57
comFC 576 72
comGF 1227 79
copD 493 70
copG 372 67
copG~~~fbpA 222 21
copZ 195 72
cpoB 948 71
crcB 369 70
crp~~~nssR 597 70
csdA 1269 69
csrA 228 69
cstA 2112 69
ctb 384 72
ctf 504 66
ctpA 1320 71
ctsF 1182 74
cueO 1542 79
cydB 1125 72
cynT 636 70
cynX 1166 122
cypX 1371 28
cysA 885 78
cysK~~~cysM 900 71
cytC553 303 71
czcD 951 72
dapA 909 24
dapB 729 72
dapD 1161 72
dapE 1101 77
dba 168 79
dccR 666 70
dccS 1191 72
dcd 561 78
dcuA 1338 78
dcuC 1530 170
ddl 1041 69
ddpA 1536 69
dedA 603 75
def 528 72
degQ~~~htrA 1419 71
der 1383 72
dgkA 357 70
dhhP 1047 68
djlA 771 71
dlp1 2187 70
dlp2 1830 71
dmsB 672 17
dnaA 1323 70
dnaB 1377 71
dnaE 3603 71
dnaK 1872 79
dnaN 2574 76
dnaX 1536 71
dppB 945 71
dppC 789 70
dppD 711 68
dps 450 68
dsbB~~~dsbI 1527 79
dsbC 711 71
dsbI 795 45
dusA 927 71
dut 690 71
dxr 1071 72
dxs 1848 71
eatA 1607 170
eexN 441 72
efp 570 69
ehuA~~~peb1C 729 72
eno 1245 72
entF 1509 60
envC 1194 71
era 876 70
exbB 426 69
exbB~~~tolQ 762 62
exbD 390 69
fN3 1233 72
fTR1 2091 79
fabD 975 79
fabF 1215 72
fabG 744 72
fabZ 441 72
fadM 375 90
fapA 1873 83
fbaA 1065 72
fbp 843 72
fbpB 1617 68
fcl 1041 28
fdh3B 642 72
fdhD 783 78
fdnI 933 79
feoA 225 69
feoB 1843 80
fepB 807 70
fepC 789 71
fepD 1002 72
ffh 1339 67
fhaC 873 21
fhaC~~~huxB 1835 89
fixH 522 70
fkbH 1563 77
fkbM 910 38
flaA 1737 37
flaB~~~flaA 1734 62
flaC 750 72
flaG 366 78
flgB 432 72
flgC 495 72
flgE 1638 79
flgE~~~flgE2 2655 78
flgG 792 78
flgG2 813 78
flgG~~~flgJ 1397 69
flgJ 342 72
flgJ~~~flgG~~~fliD 1403 53
flgM 198 79
flgN 435 79
flgP 516 72
flgR~~~atoC 1323 72
flgS 1020 69
flhA 2175 71
flhG 867 72
fliA 717 72
fliD 1932 79
fliE 297 72
fliF 1683 72
fliH 831 72
fliJ 429 79
fliK 2250 70
fliM 1080 72
fliP 744 76
fliQ 270 72
fliR 768 71
fliS 387 78
fliW 390 70
fliY 843 79
folB 357 62
frdB 726 72
frmR 291 71
fspA2~~~fspA 430 46
ftsA 1383 71
ftsI 1809 72
ftsZ 1113 71
fucP 1257 25
fumC 1392 72
fur 474 72
fusA 2076 78
galU 825 72
gap 999 72
glmM 264 70
glmS 1797 71
glmU 1290 78
glnA 1431 76
glnD 2349 71
glnQ 729 71
gloB 799 98
glpG 528 69
gltA 1269 72
gltB 4491 71
gltP 1377 71
gltX 1392 72
glyA 1245 72
glyQ 864 71
gmhA2 606 41
gmk 618 72
gph 621 70
gppA 975 70
gpsA 894 73
greA 486 71
groES 261 75
groL 1638 79
group_1 258 18
group_10 648 19
group_1000 846 72
group_1005 840 76
group_101 2529 71
group_1018 831 72
group_102 1284 32
group_1023 825 70
group_1032 807 69
group_104 812 75
group_1040 795 27
group_105 2241 72
group_1050 789 72
group_1058 780 72
group_1059 780 78
group_1077 2851 28
group_108 561 67
group_1080 4116 82
group_109 348 68
group_1094 753 71
group_111 795 24
group_1111 738 69
group_113 214 51
group_114 549 34
group_115 616 82
group_1150 702 18
group_1152 696 24
group_1158 693 70
group_116 1011 70
group_1162 675 71
group_1167 261 72
group_1168 504 71
group_117 387 19
group_1177 246 70
group_1178 870 71
group_118 486 48
group_1182 1029 72
group_1185 543 76
group_1186 1320 71
group_1189 1809 64
group_119 459 34
group_1190 186 18
group_1199 330 71
group_12 375 33
group_1200 642 72
group_1201 319 71
group_1204 465 72
group_1205 981 26
group_1206 831 72
group_1207 786 70
group_1208 1023 70
group_121 1321 148
group_1211 1932 72
group_1213 672 70
group_1215 795 64
group_1220 852 55
group_1221 771 72
group_1222 1068 71
group_1223 342 72
group_1224 1188 66
group_1227 2055 72
group_123 987 72
group_1232 669 16
group_1236 231 25
group_1237 861 32
group_124 2164 74
group_1241 1173 72
group_1244 942 68
group_1245 663 70
group_1246 882 69
group_1249 2865 23
group_1251 966 72
group_1256 495 67
group_1259 495 71
group_126 171 45
group_1261 297 71
group_1262 1809 69
group_1263 657 72
group_1265 915 71
group_1266 1161 71
group_1270 3096 25
group_1271 1389 72
group_1272 324 37
group_1273 729 72
group_1275 1140 72
group_1276 1299 72
group_1277 987 69
group_1282 1005 69
group_1283 651 72
group_1284 240 72
group_1287 651 72
group_1289 672 72
group_1292 417 66
group_1293 1062 77
group_1295 588 67
group_1296 270 68
group_1297 558 72
group_1298 558 68
group_1299 648 70
group_130 853 75
group_1304 1299 70
group_1305 393 30
group_1308 252 69
group_1309 798 70
group_131 816 27
group_1310 597 70
group_1311 259 71
group_1314 609 70
group_1315 726 72
group_1316 639 19
group_1317 1527 24
group_132 183 24
group_1320 822 71
group_1324 1023 72
group_1325 636 72
group_1326 699 72
group_1327 636 72
group_133 381 57
group_1332 522 72
group_1333 1185 72
group_1337 873 72
group_1338 867 72
group_1339 633 31
group_1346 633 23
group_1349 630 68
group_135 666 40
group_1351 900 72
group_1355 2322 71
group_1356 348 71
group_1358 3933 27
group_1361 696 71
group_1362 753 71
group_1364 1203 72
group_1367 1506 71
group_1370 969 72
group_1371 1179 70
group_1379 234 72
group_138 1379 32
group_1382 660 71
group_1384 780 70
group_1385 2403 19
group_1387 2589 72
group_139 600 33
group_1392 648 70
group_1399 1398 71
group_140 1719 31
group_1400 1106 24
group_1401 291 34
group_1402 708 71
group_1406 264 71
group_1408 480 25
group_1409 2142 71
group_1410 612 32
group_1411 1563 72
group_1416 492 70
group_1419 1116 71
group_1420 609 65
group_1421 597 72
group_1422 2064 28
group_1426 1206 72
group_1429 531 71
group_1430 984 72
group_1433 1164 71
group_1435 699 71
group_1437 756 71
group_144 762 57
group_1441 1479 72
group_1443 1401 71
group_1445 507 33
group_1446 1164 71
group_1449 603 71
group_145 387 31
group_1450 2916 34
group_1451 880 68
group_1459 954 72
group_146 1194 27
group_1460 651 18
group_1461 397 17
group_1462 2463 71
group_1466 655 21
group_1467 555 71
group_1470 147 72
group_1471 987 72
group_1473 651 72
group_1474 210 70
group_1476 1443 71
group_1487 1077 72
group_1488 660 71
group_1492 774 70
group_1493 192 33
group_1496 1173 70
group_1497 1269 19
group_1498 1251 72
group_15 1014 78
group_150 204 31
group_1500 537 72
group_1501 1224 72
group_1505 1374 72
group_151 357 72
group_1510 537 71
group_1512 267 75
group_1513 222 72
group_1514 666 72
group_1515 192 24
group_1516 2115 25
group_1519 2265 72
group_152 144 34
group_1520 849 72
group_1524 788 60
group_1525 546 72
group_1526 1287 71
group_153 636 25
group_1531 1995 70
group_1533 933 72
group_1534 687 69
group_1535 1383 72
group_1536 666 69
group_154 813 188
group_1541 1182 17
group_1543 900 72
group_1544 816 72
group_1545 2187 71
group_1547 234 25
group_1548 138 30
group_1552 513 49
group_1553 2937 70
group_1555 1137 71
group_1556 1266 71
group_1560 780 72
group_1561 963 71
group_1562 408 73
group_1564 2775 72
group_1567 2031 69
group_1568 1683 71
group_1570 1227 70
group_1572 303 68
group_1577 618 72
group_1578 798 70
group_1580 1026 72
group_1581 567 72
group_1586 552 71
group_1587 3153 24
group_1588 246 72
group_159 511 28
group_1596 555 21
group_16 780 31
group_1600 825 71
group_1601 1341 72
group_1607 762 72
group_1608 408 70
group_1609 1119 72
group_1611 627 71
group_1614 1452 72
group_1615 1173 25
group_1616 465 24
group_1618 645 65
group_1619 291 68
group_162 324 32
group_1620 1338 80
group_1622 333 72
group_1623 546 25
group_1626 1995 31
group_1628 531 72
group_1629 558 72
group_163 489 34
group_1631 1146 72
group_1633 927 74
group_1634 102 71
group_1638 546 69
group_1640 1752 72
group_1643 276 78
group_1645 573 68
group_1646 663 71
group_1650 390 69
group_1651 1092 26
group_1652 537 52
group_1655 537 72
group_1657 537 28
group_1658 1749 25
group_166 1302 27
group_1662 537 29
group_1663 984 79
group_1668 624 72
group_1669 513 71
group_167 2253 68
group_1670 2592 72
group_1671 3528 29
group_1672 2430 72
group_1673 438 72
group_1675 735 67
group_1678 573 71
group_1680 726 25
group_1681 1209 70
group_1682 696 62
group_1683 1671 72
group_1687 2217 72
group_169 2205 23
group_1690 1456 72
group_1691 354 27
group_1693 1701 72
group_1695 783 18
group_1705 1020 72
group_1707 333 72
group_1708 1359 69
group_1716 837 68
group_1717 3270 72
group_1718 978 71
group_1719 750 70
group_1720 1989 20
group_1721 285 71
group_1722 354 72
group_1723 519 71
group_1726 690 56
group_1727 1035 19
group_1728 1398 72
group_1729 516 71
group_173 318 27
group_1731 516 31
group_1735 636 23
group_1739 513 72
group_1740 2496 29
group_1741 230 17
group_1742 513 72
group_1743 705 66
group_175 621 53
group_1750 1077 71
group_1751 1033 86
group_1752 567 23
group_1753 1044 24
group_1754 1047 72
group_1755 915 71
group_176 1443 86
group_1763 384 72
group_1765 1052 17
group_1767 907 19
group_1768 240 34
group_1770 507 21
group_1772 1833 70
group_1774 903 71
group_1777 504 26
group_1779 1818 68
group_1780 534 43
group_1784 600 87
group_1785 342 34
group_1786 690 67
group_1788 540 65
group_1789 483 70
group_1790 231 70
group_1793 516 25
group_1797 819 69
group_1798 151 31
group_1800 498 70
group_1801 720 72
group_1808 1161 72
group_181 315 66
group_1810 321 33
group_1811 702 72
group_1813 375 24
group_1815 978 34
group_182 1212 69
group_1820 123 31
group_1821 492 72
group_1822 492 18
group_1824 249 31
group_1826 1158 41
group_183 1269 73
group_1831 552 72
group_1832 534 72
group_1833 564 73
group_1834 522 64
group_1836 489 71
group_1837 750 71
group_1838 432 25
group_1839 489 72
group_184 315 20
group_1842 960 72
group_1844 786 69
group_1845 3246 72
group_1847 633 70
group_1848 1335 22
group_1849 2826 71
group_185 771 65
group_1851 2754 71
group_1852 879 69
group_1854 552 72
group_1856 775 77
group_1857 2310 72
group_1859 993 72
group_186 1143 71
group_1860 508 66
group_1861 1974 80
group_1862 1965 25
group_1864 1869 72
group_1865 1860 70
group_1868 609 29
group_1869 1452 68
group_1870 480 71
group_1871 1725 18
group_1876 126 68
group_1877 820 73
group_1878 1594 72
group_1879 1329 72
group_1880 327 69
group_1885 744 70
group_1886 309 67
group_1887 549 72
group_1888 474 71
group_1889 1446 72
group_1890 1425 69
group_1893 1419 85
group_1896 1371 71
group_1897 981 72
group_1898 1359 72
group_1899 640 69
group_1900 1347 70
group_1901 888 72
group_1902 954 71
group_1903 1341 70
group_1904 1344 72
group_1906 840 71
group_1908 807 70
group_1910 1224 22
group_1912 1770 71
group_1913 1704 73
group_1916 1419 72
group_1917 1377 67
group_1918 2328 24
group_1919 183 70
group_1920 2205 71
group_1922 798 83
group_1925 1273 81
group_1927 1098 72
group_1929 162 78
group_193 681 78
group_1931 1397 72
group_1932 1068 63
group_1933 750 71
group_1934 1045 72
group_1935 1206 72
group_1938 777 48
group_1941 978 35
group_1942 456 26
group_1943 2551 25
group_1944 456 46
group_1948 771 69
group_1949 918 72
group_195 327 72
group_1950 516 66
group_1951 894 70
group_1954 453 72
group_1955 870 72
group_1957 363 72
group_1963 1827 72
group_1964 762 64
group_1966 759 68
group_1967 639 81
group_1968 776 62
group_1969 1122 24
group_197 411 72
group_1971 1938 71
group_1972 1806 70
group_1973 492 69
group_1975 702 73
group_1976 642 69
group_1977 633 72
group_1978 1362 72
group_1979 1626 72
group_198 2798 18
group_1980 957 18
group_1981 372 72
group_1982 567 69
group_1988 960 72
group_1989 1155 18
group_199 978 69
group_1990 885 72
group_1991 1293 26
group_1995 777 24
group_1996 470 28
group_1998 597 84
group_2 693 33
group_200 2142 159
group_2000 1426 75
group_2002 91 58
group_2003 891 70
group_2005 1029 71
group_2007 2076 72
group_2008 228 55
group_2009 1206 71
group_201 201 33
group_2011 444 39
group_2012 285 72
group_2013 1377 73
group_2017 1836 73
group_2019 1554 73
group_202 1133 17
group_2021 573 71
group_2022 1386 73
group_2023 1683 20
group_2024 391 65
group_2025 1326 77
group_2026 1248 71
group_2028 435 70
group_2029 1197 53
group_2030 435 33
group_2034 1149 28
group_2035 756 75
group_2037 699 57
group_2038 706 29
group_204 717 70
group_2040 450 57
group_2041 949 40
group_2043 2778 71
group_2044 1933 93
group_2047 429 23
group_2048 1758 152
group_2049 429 25
group_205 459 54
group_2051 1047 78
group_2052 516 24
group_2055 1673 36
group_2056 961 97
group_2058 540 24
group_206 597 70
group_2061 423 48
group_2063 969 66
group_2066 1860 72
group_207 789 25
group_2073 465 30
group_2075 645 33
group_2076 888 25
group_2077 726 72
group_2078 420 52
group_2079 290 50
group_2080 420 23
group_2082 1021 70
group_2083 907 23
group_2086 597 70
group_209 291 19
group_2092 2084 83
group_2094 804 29
group_2096 477 71
group_2097 231 25
group_2098 195 28
group_2099 2343 23
group_21 1167 74
group_210 771 76
group_2102 162 28
group_2105 142 27
group_2108 816 43
group_2109 411 62
group_2111 1399 36
group_2112 867 18
group_212 966 71
group_2121 1239 70
group_2122 603 69
group_2123 2158 36
group_2124 1932 70
group_2127 291 72
group_213 750 64
group_2130 1023 72
group_2135 198 71
group_2136 1911 35
group_2137 1302 26
group_2139 1572 72
group_214 306 34
group_2140 1074 69
group_2141 438 71
group_2142 266 28
group_2143 1446 72
group_2144 693 72
group_2145 1095 68
group_2146 525 70
group_2147 1323 69
group_2149 1251 71
group_215 1704 73
group_2150 309 79
group_2151 1383 71
group_2153 450 22
group_2154 405 19
group_2155 1149 73
group_2156 273 19
group_2157 1077 73
group_2158 1606 142
group_216 633 71
group_2160 228 72
group_2161 741 72
group_2166 561 72
group_2167 423 28
group_2168 378 52
group_2170 112 71
group_2171 753 70
group_2173 444 71
group_2174 351 75
group_2177 282 69
group_218 612 34
group_2181 834 69
group_2183 495 71
group_2184 960 72
group_2185 897 68
group_2186 228 78
group_2187 579 71
group_2188 1047 72
group_2189 1824 73
group_2191 723 71
group_2192 672 70
group_2193 1350 72
group_2194 321 71
group_2195 672 72
group_2196 510 34
group_2198 663 71
group_2199 393 31
group_22 1203 71
group_2200 1128 56
group_2201 639 69
group_2202 606 72
group_2203 1149 78
group_2207 624 72
group_2208 1107 72
group_2209 903 72
group_221 1038 32
group_2210 741 68
group_2211 1229 94
group_2212 600 69
group_2213 618 70
group_2215 792 69
group_2216 663 72
group_2219 1452 72
group_2221 395 74
group_2222 192 70
group_2224 774 70
group_2228 99 72
group_2229 1785 66
group_2230 663 61
group_2231 1209 71
group_2232 588 72
group_2233 1287 72
group_2234 552 70
group_2236 453 77
group_2237 387 30
group_2238 224 44
group_2242 546 72
group_2243 642 71
group_2244 351 71
group_2245 1884 79
group_2246 576 72
group_2249 1329 74
group_225 564 72
group_2250 1233 73
group_2251 1491 78
group_2252 1452 72
group_2253 741 72
group_2254 390 72
group_2255 2076 33
group_2256 984 72
group_2257 207 71
group_2258 885 38
group_226 825 67
group_2260 600 49
group_2261 228 16
group_2262 1161 72
group_2263 492 72
group_2264 2106 73
group_2267 1494 75
group_2269 543 34
group_227 450 33
group_2270 887 20
group_2271 777 71
group_2272 837 72
group_2273 897 78
group_2275 1677 71
group_228 672 54
group_2282 765 72
group_2285 753 76
group_2286 1020 72
group_2288 1096 84
group_2289 402 16
group_2290 1098 71
group_2291 777 72
group_2293 1230 63
group_2297 1158 68
group_2298 342 79
group_23 801 70
group_230 405 16
group_2302 1089 72
group_2303 1125 72
group_2306 453 70
group_2307 694 107
group_2308 183 64
group_231 1371 143
group_2311 2376 73
group_2313 1075 73
group_2315 840 71
group_2316 315 34
group_2317 381 19
group_2319 687 49
group_2320 1020 24
group_2321 591 70
group_2322 1131 72
group_2324 306 70
group_2325 468 71
group_2326 174 71
group_2327 876 72
group_2328 897 72
group_2329 348 72
group_233 510 17
group_2332 846 68
group_2333 390 72
group_2335 1329 72
group_2336 273 71
group_2339 1420 71
group_2340 1107 67
group_2341 1203 72
group_2343 762 76
group_2344 615 72
group_2346 450 72
group_2347 1032 71
group_2348 194 70
group_235 270 17
group_2352 477 68
group_2353 921 72
group_2354 441 22
group_2355 966 72
group_2356 1092 57
group_2357 1374 71
group_2358 1038 71
group_2359 1261 25
group_2360 768 72
group_2361 366 72
group_2362 366 25
group_2363 816 33
group_2365 390 34
group_2366 217 72
group_2367 747 61
group_2368 198 19
group_237 1342 131
group_2370 840 72
group_2371 870 82
group_2375 747 68
group_2376 363 68
group_2377 246 71
group_2379 271 25
group_238 1287 30
group_2383 1533 28
group_2384 939 72
group_2385 405 74
group_2386 2343 39
group_2387 565 70
group_2388 360 69
group_2389 360 29
group_239 1219 39
group_2390 2841 73
group_2398 414 22
group_24 1268 32
group_2401 627 19
group_2402 375 23
group_2403 1233 46
group_2404 342 18
group_2405 177 19
group_242 1264 33
group_243 186 78
group_244 189 70
group_245 621 24
group_246 141 67
group_247 1040 143
group_248 1329 72
group_249 417 68
group_252 612 43
group_253 621 86
group_254 426 75
group_255 306 43
group_256 621 25
group_258 1644 32
group_259 342 30
group_26 354 25
group_260 1221 32
group_263 579 61
group_264 948 22
group_265 1990 133
group_268 384 71
group_272 2640 71
group_276 1224 35
group_277 2473 66
group_28 1953 32
group_281 1494 62
group_282 1014 31
group_284 1711 28
group_285 486 26
group_286 1395 72
group_288 368 55
group_289 988 98
group_290 1929 98
group_292 521 51
group_293 2364 32
group_295 1287 17
group_3 964 34
group_30 1954 33
group_300 1122 75
group_301 375 16
group_303 237 36
group_304 2085 71
group_305 288 71
group_306 939 68
group_307 675 32
group_309 2385 54
group_310 1026 66
group_311 702 18
group_313 1092 72
group_315 552 79
group_316 273 18
group_317 789 24
group_318 474 77
group_322 1297 73
group_323 1220 80
group_325 1194 60
group_328 1833 35
group_329 2080 28
group_330 2322 75
group_331 1665 31
group_34 1917 22
group_340 1779 72
group_342 1258 83
group_343 1340 92
group_350 1881 66
group_352 1942 43
group_353 231 74
group_357 288 48
group_358 1068 26
group_360 954 26
group_361 770 17
group_362 1868 77
group_364 1056 19
group_368 2367 80
group_370 899 47
group_376 714 79
group_377 327 70
group_378 651 52
group_38 222 77
group_381 2147 19
group_383 339 79
group_384 630 47
group_389 935 49
group_39 524 83
group_394 1119 47
group_395 1915 139
group_4 192 22
group_40 351 28
group_402 270 34
group_403 270 24
group_408 1632 72
group_412 558 37
group_416 264 69
group_419 264 24
group_43 207 65
group_432 261 23
group_436 2584 18
group_44 1185 71
group_447 1524 30
group_449 252 21
group_45 1278 72
group_46 417 68
group_466 1479 69
group_468 1470 72
group_469 1461 72
group_47 567 68
group_470 1461 70
group_473 243 72
group_474 243 70
group_475 243 67
group_483 1446 26
group_485 240 19
group_489 237 25
group_49 1188 70
group_504 1383 24
group_507 228 31
group_51 1167 34
group_512 228 23
group_518 339 71
group_52 348 28
group_531 1362 52
group_532 1362 71
group_54 510 71
group_549 1338 70
group_552 216 70
group_56 1069 73
group_57 1083 33
group_579 207 66
group_58 1005 71
group_59 1002 19
group_590 204 72
group_591 204 19
group_6 2541 72
group_60 693 72
group_600 423 31
group_61 420 56
group_610 333 72
group_62 2613 72
group_625 195 19
group_626 195 33
group_63 186 33
group_631 192 72
group_632 192 24
group_64 894 26
group_656 183 46
group_66 2547 66
group_666 180 23
group_672 177 24
group_673 1212 17
group_677 1209 72
group_68 1261 82
group_680 174 31
group_684 1203 71
group_692 171 25
group_697 1197 72
group_698 1197 69
group_7 1167 24
group_700 798 70
group_706 1296 70
group_740 486 70
group_744 123 34
group_75 999 57
group_753 1134 24
group_76 600 71
group_762 1125 69
group_781 1113 68
group_783 1107 24
group_793 1095 71
group_801 1083 28
group_81 418 53
group_817 1062 72
group_82 465 20
group_827 312 72
group_828 1041 23
group_841 1521 75
group_847 1020 21
group_851 1170 71
group_855 1008 71
group_857 1071 72
group_86 384 19
group_87 147 72
group_88 957 75
group_886 975 71
group_887 972 79
group_890 417 24
group_891 969 24
group_9 1539 19
group_90 995 38
group_919 936 71
group_92 315 74
group_93 1073 66
group_931 924 33
group_94 204 72
group_947 900 30
group_952 894 72
group_953 894 69
group_956 888 71
group_96 192 33
group_961 885 72
group_97 285 33
group_973 614 71
group_977 631 24
group_986 858 25
group_99 339 24
group_999 846 70
grpE 531 78
gsiA 666 74
gsp 1170 79
guaA 1536 71
guaB 1458 72
hP0602 687 72
hddA 1020 27
hddC 696 39
hdrB 858 72
hemC 924 71
hemD 630 71
hemH 930 72
hemJ 453 71
hemK 816 78
hemL 1275 70
hemN 1356 70
hflB 1617 69
hflC 1089 72
hicB 360 17
hinT 486 33
hipO 1152 71
hisA 735 72
hisF 768 72
hisF2 747 79
hisH 606 79
hisJ 771 74
hisM 753 72
hisS 1227 70
hldD 954 72
hldE 1386 71
hmcD 861 105
hrcA 792 79
hrgA 957 71
hsdR 4291 94
hsdS 1219 24
hslJ 435 71
hslR 285 71
hspR 375 72
htpG 1827 71
htpX 1188 78
htrB 888 69
hup 297 70
hyaB 1716 72
hybD 504 71
hypA 345 78
hypB 744 79
hypC 282 79
hypD 1092 78
hypE 975 79
hypF 2190 75
iclR 762 22
icmH 774 29
ilvA 1212 71
ilvE 915 72
ilvN 465 71
infA 219 77
infB 2616 79
infC 519 79
iscR 411 72
ispA 894 72
ispDF 1116 71
ispG 1074 71
ispH 834 70
jlpA 1119 68
kcuS 198 69
kdpA 1802 192
kdpB 2310 110
kdpC 619 83
kdpF 189 70
kdsA 816 72
kdsB 720 71
kdsC 489 72
kefB 1176 72
kfiD 1182 25
kpsC 2070 68
kpsE 1119 70
kpsF 948 55
kpsS 1185 76
lapB 987 71
lapB~~~virK 879 74
ldhA 936 72
legB 993 66
legC 1155 65
legF 708 67
legG 1191 65
legH 807 119
legI 1005 66
lepA 1800 79
lepB 849 72
leuA 1536 72
leuC 1407 72
leuD 603 72
lexA 711 20
ligA 1944 79
livF 696 72
livG 771 72
livH 897 72
livK 1110 72
livM 1053 72
lnt 1326 74
lolA 510 67
lolC 1206 72
lpoB 624 72
lptA 462 72
lptC 516 71
lptF 1059 72
lpxA 792 72
lpxC 885 72
lpxH 636 71
lpxK 927 71
lspA 471 71
lutB 1440 72
lutC 657 72
luxS 495 69
lysA 1209 79
lysE~~~rhtB 609 77
lysM 1119 71
mET17 1272 49
mET3 1161 71
mMPL 2472 70
macB 1926 72
maf4~~~pseD 2019 48
mafI 351 24
manB 1365 28
map 759 71
mapA 645 71
marC 639 68
matC~~~citT 1288 72
mauG 1026 72
mcrC 1446 72
mdaB 579 72
mdlB 1743 72
mdoB~~~lolA 1974 63
menE 3514 83
menH 720 70
merR 1468 42
metA 882 49
metC 1165 82
metF 849 72
metG 1887 69
metN 1011 72
metP 927 71
miaB 1302 73
midA 951 69
minD 1674 70
mlaB 1110 72
mlaC 570 71
mlaD 891 72
mlaF 723 71
mloA 1072 33
mltE 1626 68
mltG 1002 70
mnaT 480 69
mnmA 1017 79
mnmC 1842 73
mnmH 1005 77
mntP 564 71
moaC 474 71
moaD 222 79
moaE 447 79
mobA 576 68
modA 750 16
modB 675 64
modE 759 77
moeA 1191 79
mog 543 79
mopI 402 64
motB 744 71
motE 519 79
mqnA 672 73
mqnD 861 71
mqnE~~~cofH 1065 72
mqo 1347 70
mraY 1062 72
mreB 1041 72
mscS 1572 71
msrA 498 70
msrP 1240 92
msrQ 573 67
mtnN 537 69
mug 483 69
murA 1257 72
murB 777 72
murC 1299 77
murF 1428 71
mutS2 2211 79
mviM 879 71
nCS2 1320 72
nIF3 726 68
nUC1 651 72
nadK 861 71
nagD 768 78
napB 522 72
napC 576 37
napG 741 72
ndk 414 72
neuB 1041 46
neuC 1125 47
nfnB 606 77
nhaA 1170 75
nhaC 1734 71
nifJ 3561 72
nifS 1182 79
nit2 783 70
nlpA 777 69
nlpC 462 76
nlpD 822 69
nnr2 1371 69
norM 1317 77
nrdA 2370 71
nrdR 192 24
nrfA 1833 72
nrfH 492 72
nuoA 390 78
nuoC 795 71
nuoD 1227 77
nuoH 999 71
nuoJ 519 71
nuoL 1791 71
nuoM 1488 71
nuoN 1392 71
nusA 1089 70
nusB 399 72
oPT 1996 73
oadA1 1800 71
obgE 1073 79
omp50 1512 75
ompR 741 75
oorC 558 72
oorD 312 71
opgE~~~eptC~~~eptA 1539 70
paaI 579 71
paaY 549 70
pal 498 70
panB 825 78
panC 852 77
panD 381 78
parA 786 72
pckA 1575 72
pcm 630 70
pcnB 1119 69
pdxA 1095 71
pdxJ 789 71
peb2 741 67
peb3 753 69
peb4~~~ppiC 822 72
pepD2 1269 70
pepF 1722 71
pepP 1791 72
perM 1044 71
perR 411 64
petA 504 72
petB 1251 72
pflA 2367 67
pfs 687 80
pgi 1221 69
pgk 1203 72
pglC 603 71
pglI 930 72
pglJ 1098 71
pglK 1695 71
pgmL 1371 52
pgpA 501 66
pgsA 537 67
pheA 1074 72
pheS 993 71
phoU 2025 147
phoX 1782 72
pif1 1344 68
pilN 528 71
pitA 1527 72
pldA 1002 77
plsC 693 69
pncA 522 72
pncC~~~cinA 1089 75
polB 795 70
polC 784 71
porA 1323 72
potA 906 68
potA~~~ccmA 992 91
potC 780 77
ppa 519 72
ppiB 483 77
ppk2 885 80
ppnN 606 78
ppsA 2340 64
pptA 211 29
pqqL 1221 70
prfA 1068 72
prfB 1098 78
priA 1854 71
proB~~~obgE 756 72
proC 732 70
proP 1312 74
proS 1707 72
prs 930 71
pseA 1137 79
pseB 1005 79
pseC 1131 79
pseE 1911 62
pseF 699 78
pseG 825 79
pseH 474 79
pseI 1032 78
